code,name,class_type,parent_code,predefined_type,definition
IfcEventENDEVENT,End Event,Class,IfcEvent,ENDEVENT,A terminating event of a process.
IfcEventINTERMEDIATEEVENT,Intermediate Event,Class,IfcEvent,INTERMEDIATEEVENT,An event that occurs at an intermediate stage of a process.
IfcEventSTARTEVENT,Start Event,Class,IfcEvent,STARTEVENT,An initiating event of a process.
IfcExternalSpatialElement,External Spatial Element,Class,IfcExternalSpatialStructureElement,,The external spatial element defines external regions at the building site.
IfcExternalSpatialElementEXTERNAL,External,Class,IfcExternalSpatialElement,EXTERNAL,External air space around the building.
IfcExternalSpatialElementEXTERNAL_EARTH,External Earth,Class,IfcExternalSpatialElement,EXTERNAL_EARTH,External volume covered by earth around the building.
IfcExternalSpatialElementEXTERNAL_FIRE,External Fire,Class,IfcExternalSpatialElement,EXTERNAL_FIRE,Space occupied by a neighboring building.
IfcExternalSpatialElementEXTERNAL_WATER,External Water,Class,IfcExternalSpatialElement,EXTERNAL_WATER,External volume covered with water around the building.
IfcExternalSpatialStructureElement,External Spatial Structure Element,Class,IfcSpatialElement,,"The external spatial structure element is an abstract entity provided for different kind of external spaces, regions, and volumes."
IfcFacility,Facility,Class,IfcSpatialStructureElement,,"A Facility (derived from [[IfcSpatialStructureElement]]) may be an [[IfcBuilding]], an [[IfcBridge]], an [[IfcRailway]], an [[IfcRoad]], an [[IfcMarineFacility]] (or any other type of built facility defined in the future, such as IfcTunnel)."
IfcFacilityPart,Facility Part,Class,IfcSpatialStructureElement,,[[IfcFacilityPart]] provides for spatial breakdown of built facilities. It may be further specialised according to the type of facility being broken down.
IfcFacilityPartCommon,Facility Part Common,Class,IfcFacilityPart,Common,A part that is not clearly part of one domain but is a hybrid and has shared responsibilities in multiple domains.
IfcFacilityPartCommonABOVEGROUND,Above Ground,Class,IfcFacilityPartCommon,ABOVEGROUND,A vertical facility part for elements belonging to the space above the finished ground.
IfcFacilityPartCommonBELOWGROUND,Below Ground,Class,IfcFacilityPartCommon,BELOWGROUND,A vertical facility part for the containment of elements below the finished ground. This may include for example earthworks elements and elements in a pavement structure.
IfcFacilityPartCommonJUNCTION,Junction,Class,IfcFacilityPartCommon,JUNCTION,A longitudinal facility part providing an at grade junction between two or more segments of longitudinal facilities usually of the same type.
IfcFacilityPartCommonLEVELCROSSING,Level Crossing,Class,IfcFacilityPartCommon,LEVELCROSSING,A longitudinal facility part providing an at grade crossing between two or more different modes of transport e.g. road and railway or road and pedestrian.
IfcFacilityPartCommonSEGMENT,Segment,Class,IfcFacilityPartCommon,SEGMENT,"A longitudinal facility part encompassing a linear portion of the facility defined by some uniform characteristics, or a transition between segments of uniform characteristics."
IfcFacilityPartCommonSUBSTRUCTURE,Sub Structure,Class,IfcFacilityPartCommon,SUBSTRUCTURE,A vertical facility part comprising of an underlying or supporting structure. this can be above or below finished ground level.
IfcFacilityPartCommonSUPERSTRUCTURE,Super Structure,Class,IfcFacilityPartCommon,SUPERSTRUCTURE,"A vertical facility part comprising of the upper volume of a structure, usually forming the volume of operation or the receiving of live loading."
IfcFacilityPartCommonTERMINAL,Terminal,Class,IfcFacilityPartCommon,TERMINAL,"A longitudinal facility part that represents a termination segment of a longitudinal facility such as the end of a breakwater, road or rail section."
IfcFan,Fan,Class,IfcFlowMovingDevice,,A fan is a device which imparts mechanical work on a gas. A typical usage of a fan is to induce airflow in a building services air distribution system.
IfcFanCENTRIFUGALAIRFOIL,Centrifugal Air Foil,Class,IfcFan,CENTRIFUGALAIRFOIL,Air flows through the impeller radially using blades that are airfoil shaped.
IfcFanCENTRIFUGALBACKWARDINCLINEDCURVED,Centrifugal Backward Inclined Curved,Class,IfcFan,CENTRIFUGALBACKWARDINCLINEDCURVED,Air flows through the impeller radially using blades that are backward curved.
IfcFanCENTRIFUGALFORWARDCURVED,Centrifugal Forward Curved,Class,IfcFan,CENTRIFUGALFORWARDCURVED,Air flows through the impeller radially using blades that are forward curved.
IfcFanCENTRIFUGALRADIAL,Centrifugal Radial,Class,IfcFan,CENTRIFUGALRADIAL,Air flows through the impeller radially using blades that are uncurved or slightly forward curved.
IfcFanPROPELLORAXIAL,Propellor Axial,Class,IfcFan,PROPELLORAXIAL,Air flows through the impeller axially and small hub-to-tip ratio impeller mounted in an orifice plate or inlet ring.
IfcFanTUBEAXIAL,Tube Axial,Class,IfcFan,TUBEAXIAL,Air flows through the impeller axially with reduced tip clearance and operating at higher tip speeds.
IfcFanVANEAXIAL,Vane Axial,Class,IfcFan,VANEAXIAL,Air flows through the impeller axially with guide vanes and reduced running blade tip clearance.
IfcFastener,Fastener,Class,IfcElementComponent,,Representations of fixing parts which are used as fasteners to connect or join elements with other elements. Excluded are mechanical fasteners which are modeled by a separate entity ([[IfcMechanicalFastener]]).
IfcFastenerGLUE,Glue,Class,IfcFastener,GLUE,A fastening connection where glue is used to join together elements.
IfcFastenerMORTAR,Mortar,Class,IfcFastener,MORTAR,A composition of mineralic or other materials used to fill jointing gaps and possibly fulfilling a load carrying role.
IfcFastenerWELD,Weld,Class,IfcFastener,WELD,A weld seam between parts of metallic material or other suitable materials.
IfcFeatureElement,Feature Element,Class,IfcElement,,A feature element is a generalization of all existence dependent elements which modify the shape and appearance of the associated master element. The [[IfcFeatureElement]] offers the ability to handle shape modifiers as semantic objects within the IFC object model.
IfcFeatureElementAddition,Feature Element Addition,Class,IfcFeatureElement,Addition,"A feature element addition is a specialization of the general feature element, that represents an existence dependent element which modifies the shape and appearance of the associated master element. The [[IfcFeatureElementAddition]] offers the ability to handle shape modifiers as semantic objects within the IFC object model that add to the shape of the master element."
IfcFeatureElementSubtraction,Feature Element Subtraction,Class,IfcFeatureElement,Subtraction,"The [[IfcFeatureElementSubtraction]] is specialization of the general feature element, that represents an existence dependent element which modifies the shape and appearance of the associated master element. The [[IfcFeatureElementSubtraction]] offers the ability to handle shape modifiers as semantic objects within the IFC object model that subtract from the shape of the master element."
IfcFilter,Filter,Class,IfcFlowTreatmentDevice,,A filter is an apparatus used to remove particulate or gaseous matter from fluids and gases.
IfcFilterAIRPARTICLEFILTER,Air Particle Filter,Class,IfcFilter,AIRPARTICLEFILTER,A filter used to remove particulates from air.
IfcFilterCOMPRESSEDAIRFILTER,Compressed Air Filter,Class,IfcFilter,COMPRESSEDAIRFILTER,A filter used to remove particulates from compressed air.
IfcFilterODORFILTER,Odor Filter,Class,IfcFilter,ODORFILTER,A filter used to remove odors from air.
IfcFilterOILFILTER,Oil Filter,Class,IfcFilter,OILFILTER,A filter used to remove particulates from oil.
IfcFilterSTRAINER,St Rain Er,Class,IfcFilter,STRAINER,A filter used to remove particulates from a fluid.
IfcFilterWATERFILTER,Water Filter,Class,IfcFilter,WATERFILTER,A filter used to remove particulates from water.
IfcFireSuppressionTerminal,Fire Suppression Terminal,Class,IfcFlowTerminal,,A fire suppression terminal has the purpose of delivering a fluid (gas or liquid) that will suppress a fire.
IfcFireSuppressionTerminalBREECHINGINLET,Breeching Inlet,Class,IfcFireSuppressionTerminal,BREECHINGINLET,Symmetrical pipe fitting that unites two or more inlets into a single pipe. A breeching inlet may be used on either a wet or dry riser. Used by fire services personnel for fast connection of fire appliance hose reels. May also be used for foam.
IfcFireSuppressionTerminalFIREHYDRANT,Fire Hydrant,Class,IfcFireSuppressionTerminal,FIREHYDRANT,"Device, fitted to a pipe, through which a temporary supply of water may be provided. May also be termed a stand pipe."
IfcFireSuppressionTerminalFIREMONITOR,Fire Monitor,Class,IfcFireSuppressionTerminal,FIREMONITOR,Fire monitor.
IfcFireSuppressionTerminalHOSEREEL,Hose Reel,Class,IfcFireSuppressionTerminal,HOSEREEL,A supporting framework on which a hose may be wound.
IfcFireSuppressionTerminalSPRINKLER,Sprinkler,Class,IfcFireSuppressionTerminal,SPRINKLER,Device for sprinkling water from a pipe under pressure over an area.
IfcFireSuppressionTerminalSPRINKLERDEFLECTOR,Sprinkler Deflector,Class,IfcFireSuppressionTerminal,SPRINKLERDEFLECTOR,Device attached to a sprinkler to deflect the water flow into a spread pattern to cover the required area.
IfcFlowController,Flow Controller,Class,IfcDistributionFlowElement,,"The distribution flow element [[IfcFlowController]] defines the occurrence of elements of a distribution system that are used to regulate flow through a distribution system. Examples include dampers, valves, switches, and relays. Its type is defined by IfcFlowControllerType or subtypes."
IfcFlowFitting,Flow Fitting,Class,IfcDistributionFlowElement,,"The distribution flow element [[IfcFlowFitting]] defines the occurrence of a junction or transition in a flow distribution system, such as an elbow or tee. Its type is defined by IfcFlowFittingType or its subtypes."
IfcFlowInstrument,Flow Instrument,Class,IfcDistributionControlElement,,"A flow instrument reads and displays the value of a particular property of a system at a point, or displays the difference in the value of a property between two points."
IfcFlowInstrumentAMMETER,AM Meter,Class,IfcFlowInstrument,AMMETER,A device that reads and displays the current flow in a circuit.
IfcFlowInstrumentCOMBINED,Combined,Class,IfcFlowInstrument,COMBINED,"A device that reads and displays the value of multiple properties of a system at a point, or displays the difference in the value of a property between two points."
IfcFlowInstrumentFREQUENCYMETER,Frequency Meter,Class,IfcFlowInstrument,FREQUENCYMETER,A device that reads and displays the electrical frequency of an alternating current circuit.
IfcFlowInstrumentPHASEANGLEMETER,Phaseangle Meter,Class,IfcFlowInstrument,PHASEANGLEMETER,A device that reads and displays the phase angle of a phase in a polyphase electrical circuit.
IfcFlowInstrumentPOWERFACTORMETER,Powerfactor Meter,Class,IfcFlowInstrument,POWERFACTORMETER,A device that reads and displays the power factor of an electrical circuit.
IfcFlowInstrumentPRESSUREGAUGE,Pressure Gauge,Class,IfcFlowInstrument,PRESSUREGAUGE,A device that reads and displays a pressure value at a point or the pressure difference between two points.
IfcFlowInstrumentTHERMOMETER,Thermo Meter,Class,IfcFlowInstrument,THERMOMETER,A device that reads and displays a temperature value at a point.
IfcFlowInstrumentVOLTMETER,Volt Meter,Class,IfcFlowInstrument,VOLTMETER,A device that measures and displays the voltage in a circuit.
IfcFlowInstrumentVOLTMETER_PEAK,Volt Meter Peak,Class,IfcFlowInstrument,VOLTMETER_PEAK,A device that reads and displays the peak voltage in an electrical circuit.
IfcFlowInstrumentVOLTMETER_RMS,Volt Meter Rms,Class,IfcFlowInstrument,VOLTMETER_RMS,A device that reads and displays the RMS (mean) voltage in an electrical circuit.
IfcFlowMeter,Flow Meter,Class,IfcFlowController,,A flow meter is a device that is used to measure the flow rate in a system.
IfcFlowMeterENERGYMETER,Energy Meter,Class,IfcFlowMeter,ENERGYMETER,"An electric meter or energy meter is a device that measures the amount of electrical energy supplied to or produced by a residence, business or machine."
IfcFlowMeterGASMETER,Gas Meter,Class,IfcFlowMeter,GASMETER,A device that measures the quantity of a gas or fuel.
IfcFlowMeterOILMETER,Oil Meter,Class,IfcFlowMeter,OILMETER,A device that measures the quantity of oil.
IfcFlowMeterWATERMETER,Water Meter,Class,IfcFlowMeter,WATERMETER,A device that measures the quantity of water.
IfcFlowMovingDevice,Flow Moving Device,Class,IfcDistributionFlowElement,,"The distribution flow element [[IfcFlowMovingDevice]] defines the occurrence of an apparatus used to distribute, circulate or perform conveyance of fluids, including liquids and gases (such as a pump or fan), and typically participates in a flow distribution system. Its type is defined by IfcFlowMovingDeviceType or its subtypes."
